,0,1
134,7.778,6.989
135,7.736000000000001,6.877000000000001
136,7.723,6.845
137,7.705,6.796
138,7.65,6.6530000000000005
139,7.598,6.518
140,7.5489999999999995,6.3900000000000015
141,7.5310000000000015,6.341
142,7.5070000000000014,6.277
143,7.485,6.22
144,7.47,6.18
145,7.455,6.138999999999999
146,7.43,6.075
147,7.4239999999999995,6.058
148,7.4060000000000015,6.01
149,7.403,6.001
150,7.43,6.071000000000001
151,7.473,6.18
152,7.542999999999999,6.36
153,7.622999999999999,6.565
154,7.705,6.777
155,7.7810000000000015,6.973
156,7.855,7.1610000000000005
157,7.916,7.318
158,7.957999999999999,7.427
159,8.013,7.568
160,8.068,7.709
161,8.099,7.787000000000001
162,8.132,7.872999999999999
163,8.145,7.904
164,8.126,7.856
165,8.113999999999999,7.8229999999999995
166,8.077,7.727
167,8.099,7.782
168,8.135,7.876
169,8.148,7.9060000000000015
170,8.242,8.15
171,8.328,8.370000000000001
172,8.462,8.712
173,8.63,9.14
174,8.706,9.334
175,8.568999999999999,8.982000000000001
176,8.471,8.732000000000001
177,8.45,8.677
178,8.599,9.059
179,8.752,9.448
180,8.85,9.697
181,8.987,10.047
182,9.127,10.405999999999999
183,9.246,10.709000000000001
184,9.42,11.103
185,9.579,11.387
186,9.707,11.616
187,9.844,11.860999999999999
188,9.97,12.084000000000001
189,10.092,12.302
190,10.255999999999998,12.595999999999998
191,10.388,12.831
192,10.498,12.932
193,10.626,13.038
194,10.748,13.14
195,10.867,13.239
196,10.982999999999999,13.335
197,11.095999999999998,13.429
198,11.19,13.508
199,11.264000000000001,13.569
200,11.331,13.625
201,11.37,13.657
202,11.41,13.69
203,11.427999999999999,13.705
204,11.419,13.697
205,11.383,13.667
206,11.360999999999999,13.649
207,11.349,13.639
208,11.345999999999998,13.636
209,11.349,13.639
210,11.349,13.639
211,11.334000000000001,13.627
212,11.325,13.619000000000002
213,11.319,13.614
214,11.309,13.606
215,11.288,13.589
216,11.267000000000001,13.571
217,11.242,13.55
218,11.206,13.52
219,11.175,13.494000000000002
220,11.154000000000002,13.475999999999999
221,11.110999999999999,13.440999999999999
222,11.062000000000001,13.4
223,11.035,13.377
224,11.02,13.364
225,10.998,13.345999999999998
226,10.962,13.315
227,10.927999999999999,13.287
228,10.890999999999998,13.255999999999998
229,10.864,13.232999999999999
230,10.835999999999999,13.21
231,10.806,13.185
232,10.790999999999999,13.172
233,10.757,13.144
234,10.727,13.118
235,10.775,13.158
236,10.855,13.225
237,10.913,13.273
238,10.925,13.283
239,10.888,13.253
240,10.843,13.215
241,10.809,13.187000000000001
242,10.790999999999999,13.171
243,10.790999999999999,13.171
244,10.794,13.173
245,10.794,13.173
246,10.794,13.173
247,10.772,13.155
248,10.73,13.12
249,10.652999999999999,13.057
250,10.55,12.970999999999998
251,10.437000000000001,12.878
252,10.308,12.683
253,10.208,12.504000000000001
254,10.122,12.352
255,10.033999999999999,12.195
256,9.945,12.037
257,9.869,11.901
258,9.796,11.77
259,9.729,11.65
260,9.649,11.508
261,9.573,11.372
262,9.481,11.209000000000001
263,9.399,11.062000000000001
264,9.326,10.905999999999999
265,9.243,10.696
266,9.17,10.508
267,9.085,10.29
268,9.017000000000001,10.118
269,8.941,9.923
270,8.846,9.681
271,8.73,9.386
272,8.611,9.082
273,8.508000000000001,8.817
274,8.422,8.599
275,8.34,8.389
276,8.266,8.201
277,8.154,7.91
278,8.022,7.572
279,7.903,7.2650000000000015
280,7.784,6.957999999999999
281,7.667999999999999,6.659
282,7.546,6.343999999999999
283,7.412000000000001,5.997000000000001
284,7.2589999999999995,5.612
285,7.152,5.393
286,7.067,5.218
287,6.9510000000000005,4.979
288,6.82,4.71
289,6.692,4.447
290,6.57,4.196000000000001
291,6.428999999999999,3.908
292,6.3100000000000005,3.663
293,6.178999999999999,3.4219999999999997
294,6.115,3.322
295,6.029,3.188
296,5.941,3.0500000000000003
297,5.8340000000000005,2.884
298,5.819,2.86
299,5.801,2.8310000000000004
300,5.763999999999999,2.7739999999999996
301,5.7090000000000005,2.688
302,5.632999999999999,2.569
303,5.541,2.426
304,5.431,2.255
305,5.297000000000001,2.0460000000000003
306,5.12,1.805
307,4.995,1.666
308,4.913,1.575
309,4.891,1.551
310,4.87,1.528
311,4.882,1.541
312,4.906000000000001,1.568
313,4.98,1.648
314,5.047,1.722
315,5.132000000000001,1.817
316,5.184,1.874
317,5.211,1.909
318,5.178,1.867
319,5.122999999999999,1.806
320,5.05,1.725
321,4.961,1.6269999999999998
322,4.8420000000000005,1.496
323,4.684,1.32
324,4.702,1.34
325,4.726,1.367
326,4.7410000000000005,1.384
327,4.763,1.4069999999999998
328,4.763,1.4069999999999998
329,4.748,1.39
330,4.738,1.38
331,4.744,1.3869999999999998
332,4.735,1.376
333,4.711,1.349
334,4.702,1.339
335,4.702,1.339
336,4.699,1.3359999999999999
337,4.683,1.319
338,4.668,1.3019999999999998
339,4.598,1.225
340,4.564,1.188
341,4.506,1.124
342,4.4910000000000005,1.107
343,4.448,1.06
344,4.406000000000001,1.012
345,4.3020000000000005,0.898
346,4.247,0.8370000000000001
347,4.18,0.763
348,4.091,0.6970000000000001
349,4.015,0.648
350,3.948,0.606
351,3.89,0.5680000000000001
352,3.8139999999999996,0.52
353,3.753,0.48100000000000004
354,3.679,0.434
355,3.615,0.39299999999999996
356,3.548,0.35000000000000003
357,3.484,0.309
358,3.405,0.258
359,3.362,0.231
360,3.31,0.19699999999999998
361,3.252,0.16
362,3.182,0.115
363,3.1180000000000003,0.075
364,3.0780000000000003,0.07200000000000001
365,3.0420000000000003,0.069
366,3.014,0.067
367,3.017,0.068
368,3.048,0.07
369,3.069,0.07100000000000001
370,3.088,0.073
371,3.1180000000000003,0.075
372,3.133,0.084
373,3.158,0.1
374,3.182,0.115
375,3.207,0.131
376,3.21,0.133
377,3.228,0.145
378,3.265,0.168
379,3.326,0.207
380,3.4170000000000003,0.266
381,3.503,0.32
382,3.594,0.379
383,3.671,0.428
384,3.735,0.469
385,3.7739999999999996,0.494
386,3.802,0.512
387,3.8110000000000004,0.518
388,3.805,0.514
389,3.79,0.504
390,3.759,0.485
391,3.7230000000000003,0.461
392,3.668,0.426
393,3.613,0.391
394,3.555,0.354
395,3.506,0.32299999999999995
396,3.488,0.311
397,3.488,0.311
398,3.475,0.303
399,3.457,0.29100000000000004
400,3.405,0.258
401,3.362,0.23
402,3.3139999999999996,0.19899999999999998
403,3.2739999999999996,0.17400000000000002
404,3.1919999999999997,0.121
405,3.005,0.067
406,2.838,0.055
407,2.8680000000000003,0.057
408,2.8560000000000003,0.055999999999999994
409,2.74,0.047
410,2.7060000000000004,0.045
411,2.7089999999999996,0.045
412,2.7310000000000003,0.047
413,2.7430000000000003,0.048
414,2.725,0.046
415,2.694,0.044000000000000004
416,2.651,0.040999999999999995
417,2.596,0.037000000000000005
418,2.532,0.032
419,2.4530000000000003,0.027000000000000003
420,2.3680000000000003,0.02
421,2.273,0.013
422,2.1750000000000003,0.006
423,2.075,0.0
424,1.98,0.0
425,1.885,0.0
426,1.818,0.0
427,1.742,0.0
428,1.666,0.0
429,1.5859999999999999,0.0
430,1.473,0.0
431,1.4180000000000001,0.0
432,1.44,0.0
433,1.44,0.0
434,1.403,0.0
435,1.357,0.0
436,1.321,0.0
437,1.306,0.0
438,1.321,0.0
439,1.3119999999999998,0.0
440,1.266,0.0
441,1.217,0.0
442,1.196,0.0
443,1.177,0.0
444,1.156,0.0
445,1.0979999999999999,0.0
446,1.04,0.0
447,0.9640000000000001,0.0
448,0.903,0.0
449,0.851,0.0
450,0.8390000000000001,0.0
451,0.805,0.0
452,0.765,0.0
453,0.741,0.0
454,0.677,0.0
455,0.5820000000000001,0.0
456,0.5429999999999999,0.0
457,0.534,0.0
458,0.5700000000000001,0.0
459,0.5670000000000001,0.0
460,0.491,0.0
461,0.408,0.0
462,0.335,0.0
463,0.256,0.0
464,0.158,0.0
465,0.048,0.0
466,0.299,0.0
467,0.521,0.0
468,0.653,0.0
469,0.723,0.0
470,0.768,0.0
471,0.8260000000000001,0.0
472,0.851,0.0
473,0.604,0.0
474,0.34400000000000003,0.0
475,0.6459999999999999,0.0
476,1.028,0.0
477,1.33,0.0
478,1.571,0.0
479,1.8430000000000002,0.0
480,1.925,0.0
481,1.672,0.0
482,1.354,0.0
483,1.3330000000000002,0.0
484,1.7109999999999999,0.0
485,2.27,0.013
486,2.8989999999999996,0.057999999999999996
487,3.085,0.07200000000000001
488,2.685,0.043
489,1.526,0.0
490,1.3119999999999998,0.0
491,1.779,0.0
492,1.153,0.0
493,0.985,0.0
494,1.751,0.0
495,2.383,0.021
496,2.7239999999999998,0.046
497,2.8040000000000003,0.051
498,2.718,0.045
499,3.048,0.069
500,2.6180000000000003,0.038
501,1.95,0.0
502,2.075,0.0
503,2.593,0.036000000000000004
504,2.9410000000000003,0.061
505,2.96,0.063
506,2.972,0.063
507,2.844,0.054000000000000006
508,3.1189999999999998,0.07400000000000001
509,3.6439999999999997,0.39899999999999997
510,4.199,0.762
511,4.593,1.195
512,4.898,1.531
513,5.1579999999999995,1.8159999999999998
514,5.195,1.855
515,4.978,1.617
516,4.518,1.11
517,4.0569999999999995,0.6609999999999999
518,3.923,0.5760000000000001
519,3.883,0.551
520,3.4530000000000003,0.27699999999999997
521,2.8760000000000003,0.055999999999999994
522,2.247,0.011000000000000001
523,1.8630000000000002,0.0
524,2.155,0.004
525,2.658,0.040999999999999995
526,3.286,0.172
527,3.89,0.5579999999999999
528,4.055,0.6629999999999999
529,3.677,0.42200000000000004
530,3.018,0.067
531,2.121,0.002
532,1.135,0.0
533,0.494,0.0
534,0.708,0.0
535,1.43,0.0
536,2.144,0.003
537,2.9130000000000003,0.059
538,3.5789999999999997,0.353
539,4.1530000000000005,0.718
540,4.7330000000000005,1.338
541,5.316,2.014
542,5.577999999999999,2.42
543,5.428999999999999,2.189
544,5.142,1.787
545,5.013999999999999,1.646
546,5.164,1.8090000000000002
547,5.609,2.463
548,6.067,3.168
549,6.11,3.234
550,5.547999999999999,2.3680000000000003
551,4.712,1.314
552,3.824,0.509
553,3.0340000000000003,0.067
554,2.594,0.036000000000000004
555,2.7710000000000004,0.048
556,3.464,0.281
557,4.157,0.721
558,4.468,1.046
559,4.331,0.895
560,3.989,0.613
561,3.5039999999999996,0.305
562,3.2510000000000003,0.14400000000000002
563,3.165,0.09
564,3.165,0.09
565,3.3489999999999998,0.206
566,3.761,0.46799999999999997
567,4.34,0.905
568,4.795,1.403
569,4.981,1.608
570,5.045,1.679
571,4.7589999999999995,1.365
572,4.228,0.784
573,3.52,0.316
574,3.0039999999999996,0.065
575,2.881,0.055999999999999994
576,3.0789999999999997,0.07100000000000001
577,3.2430000000000003,0.141
578,3.219,0.125
579,3.1670000000000003,0.092
580,3.1210000000000004,0.07400000000000001
581,3.1670000000000003,0.09300000000000001
582,3.463,0.281
583,4.085,0.677
584,5.004,1.639
585,6.037999999999999,3.135
586,6.882999999999999,4.734
587,7.454,5.956
588,7.845,6.9510000000000005
589,8.181000000000001,7.8050000000000015
590,8.455,8.504
591,8.607999999999999,8.891
592,8.523,8.675
593,8.251,7.985
594,7.931,7.167000000000001
595,7.733,6.6610000000000005
596,7.763,6.742000000000001
597,8.008000000000001,7.37
598,8.377,8.318
599,8.703,9.147
600,8.883000000000003,9.603
601,9.121,10.207
602,9.451,11.026
603,9.671,11.417
604,9.79,11.627
605,9.945,11.904000000000002
606,10.046,12.083
607,10.083,12.148
608,10.027999999999999,12.050999999999998
609,9.908999999999999,11.839
610,9.805,11.654000000000002
611,9.734,11.529000000000002
612,9.683,11.437000000000001
613,9.615,11.318
614,9.533,11.173
615,9.426,10.985
616,9.279,10.618
617,9.047,10.035
618,8.687000000000001,9.129
619,8.168000000000001,7.815
620,7.557,6.255
621,6.95,4.894
622,6.446000000000001,3.8689999999999998
623,6.0680000000000005,3.197
624,5.7620000000000005,2.725
625,5.436,2.22
626,5.058,1.709
627,4.6160000000000005,1.2229999999999999
628,4.164,0.733
629,3.71,0.44299999999999995
630,3.4810000000000003,0.297
631,3.3160000000000003,0.192
632,3.142,0.081
633,2.984,0.064
634,2.883,0.057
635,2.733,0.046
636,2.639,0.039
637,2.639,0.039
638,2.7119999999999997,0.045
639,2.752,0.047
640,2.8280000000000003,0.053
641,2.977,0.064
642,3.2489999999999997,0.14800000000000002
643,3.5820000000000003,0.36
644,3.908,0.5680000000000001
645,4.2589999999999995,0.8290000000000001
646,4.625,1.2309999999999999
647,5.001,1.644
648,5.331,2.0540000000000003
649,5.593,2.46
650,5.837000000000001,2.838
651,6.045,3.1590000000000003
652,6.228,3.4419999999999997
653,6.3870000000000005,3.7430000000000003
654,6.527,4.0280000000000005
655,6.6129999999999995,4.202
656,6.582000000000001,4.138
657,6.484,3.938
658,6.3229999999999995,3.6069999999999998
659,6.136,3.295
660,5.898,2.926
661,5.571000000000001,2.42
662,5.226,1.889
663,4.94,1.5759999999999998
664,4.5920000000000005,1.195
665,4.168,0.735
666,3.677,0.42200000000000004
667,3.338,0.207
668,3.0389999999999997,0.068
669,2.715,0.045
670,2.44,0.025
671,2.221,0.009000000000000001
672,1.9769999999999999,0.0
673,1.739,0.0
674,1.565,0.0
675,1.379,0.0
676,1.192,0.0
677,1.229,0.0
678,1.33,0.0
679,1.455,0.0
680,1.662,0.0
681,1.8030000000000002,0.0
682,1.91,0.0
683,2.026,0.0
684,2.139,0.003
685,2.2030000000000003,0.008
686,2.264,0.012
687,2.23,0.01
688,2.221,0.009000000000000001
689,2.123,0.002
690,2.099,0.0
691,2.157,0.004
692,2.2569999999999997,0.012
693,2.358,0.019
694,2.41,0.023
695,2.48,0.027999999999999997
696,2.529,0.031
697,2.474,0.027000000000000003
698,2.34,0.018000000000000002
699,2.242,0.01
700,2.169,0.005
701,2.044,0.0
702,1.83,0.0
703,1.577,0.0
704,1.348,0.0
705,1.2109999999999999,0.0
706,1.15,0.0
707,1.187,0.0
708,1.22,0.0
709,1.254,0.0
710,1.3519999999999999,0.0
711,1.489,0.0
712,1.589,0.0
713,1.675,0.0
714,1.763,0.0
715,1.849,0.0
716,1.9769999999999999,0.0
717,2.151,0.004
718,2.322,0.016
719,2.416,0.023
720,2.481,0.027999999999999997
721,2.572,0.034
722,2.673,0.042
723,2.7089999999999996,0.044000000000000004
724,2.575,0.035
725,2.4530000000000003,0.026
726,2.365,0.019
727,2.2430000000000003,0.011000000000000001
728,2.136,0.003
729,2.041,0.0
730,1.9409999999999998,0.0
731,1.895,0.0
732,1.828,0.0
733,1.7519999999999998,0.0
734,1.663,0.0
735,1.599,0.0
736,1.507,0.0
737,1.453,0.0
738,1.419,0.0
739,1.404,0.0
740,1.361,0.0
741,1.26,0.0
742,1.111,0.0
743,0.934,0.0
744,0.747,0.0
745,0.58,0.0
746,0.476,0.0
747,0.439,0.0
748,0.5,0.0
749,0.7010000000000001,0.0
750,0.894,0.0
751,1.064,0.0
752,1.147,0.0
753,1.156,0.0
754,1.147,0.0
755,1.095,0.0
756,1.052,0.0
757,1.003,0.0
758,0.884,0.0
759,0.765,0.0
760,0.6829999999999999,0.0
761,0.625,0.0
762,0.5760000000000001,0.0
763,0.506,0.0
764,0.43,0.0
765,0.366,0.0
766,0.36,0.0
767,0.42100000000000004,0.0
768,0.512,0.0
769,0.607,0.0
770,0.622,0.0
771,0.583,0.0
772,0.5489999999999999,0.0
773,0.555,0.0
774,0.5760000000000001,0.0
775,0.604,0.0
776,0.665,0.0
777,0.741,0.0
778,0.805,0.0
779,0.872,0.0
780,0.9359999999999999,0.0
781,1.001,0.0
782,1.065,0.0
783,1.11,0.0
784,1.165,0.0
785,1.229,0.0
786,1.291,0.0
787,1.321,0.0
788,1.339,0.0
789,1.37,0.0
790,1.425,0.0
791,1.48,0.0
792,1.526,0.0
793,1.547,0.0
794,1.556,0.0
795,1.571,0.0
796,1.5959999999999999,0.0
797,1.62,0.0
798,1.636,0.0
799,1.651,0.0
800,1.672,0.0
801,1.681,0.0
802,1.7,0.0
803,1.715,0.0
804,1.7269999999999999,0.0
805,1.7519999999999998,0.0
806,1.779,0.0
807,1.8219999999999998,0.0
808,1.867,0.0
809,1.901,0.0
810,1.901,0.0
811,1.901,0.0
812,1.892,0.0
813,1.88,0.0
814,1.864,0.0
815,1.858,0.0
816,1.849,0.0
817,1.837,0.0
818,1.8119999999999998,0.0
819,1.797,0.0
820,1.785,0.0
821,1.77,0.0
822,1.754,0.0
823,1.724,0.0
824,1.709,0.0
825,1.69,0.0
826,1.675,0.0
827,1.663,0.0
828,1.651,0.0
829,1.6569999999999998,0.0
830,1.666,0.0
831,1.669,0.0
832,1.6780000000000002,0.0
833,1.654,0.0
834,1.626,0.0
835,1.5859999999999999,0.0
836,1.5219999999999998,0.0
837,1.4369999999999998,0.0
838,1.345,0.0
839,1.248,0.0
840,1.153,0.0
841,1.077,0.0
842,1.013,0.0
843,0.988,0.0
844,0.976,0.0
845,0.955,0.0
846,0.909,0.0
847,0.8540000000000001,0.0
848,0.8140000000000001,0.0
849,0.778,0.0
850,0.735,0.0
851,0.6829999999999999,0.0
852,0.64,0.0
853,0.607,0.0
854,0.5820000000000001,0.0
855,0.561,0.0
856,0.537,0.0
857,0.509,0.0
858,0.491,0.0
859,0.467,0.0
860,0.424,0.0
861,0.369,0.0
862,0.311,0.0
863,0.271,0.0
864,0.222,0.0
865,0.152,0.0
866,0.08800000000000001,0.0
867,0.134,0.0
868,0.16399999999999998,0.0
869,0.177,0.0
870,0.16399999999999998,0.0
871,0.155,0.0
872,0.152,0.0
873,0.16699999999999998,0.0
874,0.17,0.0
875,0.16399999999999998,0.0
876,0.149,0.0
877,0.103,0.0
878,0.061,0.0
879,0.113,0.0
880,0.134,0.0
881,0.161,0.0
882,0.17400000000000002,0.0
883,0.16399999999999998,0.0
884,0.158,0.0
885,0.171,0.0
886,0.195,0.0
887,0.23199999999999998,0.0
888,0.253,0.0
889,0.27699999999999997,0.0
890,0.32899999999999996,0.0
891,0.418,0.0
892,0.485,0.0
893,0.528,0.0
894,0.5489999999999999,0.0
895,0.5429999999999999,0.0
896,0.521,0.0
897,0.521,0.0
898,0.521,0.0
899,0.515,0.0
900,0.518,0.0
901,0.521,0.0
902,0.5,0.0
903,0.46,0.0
904,0.405,0.0
905,0.369,0.0
906,0.34400000000000003,0.0
907,0.32299999999999995,0.0
908,0.326,0.0
909,0.366,0.0
910,0.405,0.0
911,0.442,0.0
912,0.473,0.0
913,0.521,0.0
914,0.588,0.0
915,0.6679999999999999,0.0
916,0.7290000000000001,0.0
917,0.765,0.0
918,0.79,0.0
919,0.8170000000000001,0.0
920,0.8690000000000001,0.0
921,0.903,0.0
922,0.927,0.0
923,0.9670000000000001,0.0
924,0.982,0.0
925,0.946,0.0
926,0.9209999999999999,0.0
927,0.9,0.0
928,0.866,0.0
929,0.8420000000000001,0.0
930,0.8300000000000001,0.0
931,0.8140000000000001,0.0
932,0.7929999999999999,0.0
933,0.784,0.0
934,0.799,0.0
935,0.799,0.0
936,0.8079999999999999,0.0
937,0.79,0.0
938,0.778,0.0
939,0.79,0.0
940,0.8420000000000001,0.0
941,0.912,0.0
942,0.998,0.0
943,1.08,0.0
944,1.159,0.0
945,1.229,0.0
946,1.29,0.0
947,1.3419999999999999,0.0
948,1.379,0.0
949,1.403,0.0
950,1.403,0.0
951,1.3969999999999998,0.0
952,1.406,0.0
953,1.422,0.0
954,1.443,0.0
955,1.443,0.0
956,1.455,0.0
957,1.431,0.0
958,1.403,0.0
959,1.394,0.0
960,1.357,0.0
961,1.351,0.0
962,1.318,0.0
963,1.284,0.0
964,1.217,0.0
965,1.165,0.0
966,1.165,0.0
967,1.122,0.0
968,1.132,0.0
969,1.101,0.0
970,1.08,0.0
971,1.147,0.0
972,1.2109999999999999,0.0
973,1.229,0.0
974,1.165,0.0
975,1.104,0.0
976,1.095,0.0
977,1.229,0.0
978,1.29,0.0
979,1.214,0.0
980,1.144,0.0
981,1.147,0.0
982,1.1840000000000002,0.0
983,1.165,0.0
984,1.196,0.0
985,1.275,0.0
986,1.3969999999999998,0.0
987,1.443,0.0
988,1.5219999999999998,0.0
989,1.659,0.0
990,1.791,0.0
991,1.9280000000000002,0.0
992,2.0469999999999997,0.0
993,2.135,0.002
994,2.193,0.006999999999999999
995,2.178,0.005
996,2.1319999999999997,0.002
997,2.117,0.001
998,1.986,0.0
999,1.995,0.0
1000,2.145,0.003
1001,2.35,0.018000000000000002
1002,2.517,0.03
1003,2.719,0.044000000000000004
1004,2.9539999999999997,0.061
1005,3.17,0.08900000000000001
1006,3.405,0.238
1007,3.75,0.456
1008,4.055,0.65
1009,4.184,0.731
1010,4.235,0.78
1011,4.275,0.8230000000000001
1012,4.309,0.86
1013,4.312,0.863
1014,4.312,0.862
1015,4.266,0.812
1016,4.284,0.8310000000000001
1017,4.446000000000001,1.008
1018,4.69,1.275
1019,4.824,1.422
1020,4.772,1.365
1021,4.675,1.258
1022,4.473,1.038
1023,4.29,0.838
1024,4.138,0.7000000000000001
1025,4.074,0.66
1026,3.9760000000000004,0.598
1027,3.985,0.604
1028,3.79,0.48
1029,3.518,0.308
1030,3.613,0.368
1031,3.4730000000000003,0.27899999999999997
1032,3.137,0.07400000000000001
1033,2.722,0.044000000000000004
1034,2.484,0.027000000000000003
1035,2.38,0.02
1036,2.319,0.015
1037,2.447,0.024
1038,2.5660000000000003,0.033
1039,2.329,0.016
1040,1.798,0.0
1041,1.66,0.0
1042,1.5719999999999998,0.0
1043,1.395,0.0
1044,1.358,0.0
1045,1.673,0.0
1046,2.127,0.001
1047,2.6189999999999998,0.037000000000000005
1048,3.162,0.079
1049,3.727,0.436
1050,4.352,0.897
1051,4.987,1.589
1052,5.7010000000000005,2.5660000000000003
1053,6.226,3.375
1054,6.546,3.9819999999999998
1055,6.766,4.4270000000000005
1056,6.692,4.277
1057,6.4910000000000005,3.865
1058,6.3629999999999995,3.603
1059,6.212999999999999,3.3489999999999998
1060,5.817,2.738
1061,5.5600000000000005,2.344
1062,5.432,2.147
1063,5.4990000000000006,2.25
1064,5.484,2.228
1065,5.301,1.9469999999999998
1066,5.078,1.6880000000000002
1067,4.678,1.253
1068,4.361000000000001,0.907
1069,3.9730000000000003,0.5920000000000001
1070,3.702,0.42100000000000004
1071,3.3510000000000004,0.198
1072,3.698,0.419
1073,4.263,0.802
1074,3.7939999999999996,0.479
1075,3.7769999999999997,0.46799999999999997
1076,5.755,2.651
1077,7.662000000000001,6.402
1078,9.148,10.176
1079,9.971,11.877
1080,10.542,12.866
1081,11.012,13.253
1082,11.222000000000001,13.425999999999998
1083,11.332,13.517000000000001
1084,11.494000000000002,13.65
1085,11.689,13.745999999999999
1086,11.887,13.8
1087,12.085999999999999,13.854
1088,12.253,13.9
1089,12.287,13.909
1090,12.189,13.883
1091,11.985,13.827
1092,11.853,13.792
1093,11.802,13.777999999999999
1094,11.649,13.737
1095,11.436,13.607
1096,11.173,13.392000000000001
1097,11.005,13.254000000000001
1098,10.85,13.126
1099,10.620999999999999,12.937999999999999
1100,10.357999999999999,12.574000000000002
1101,10.142000000000001,12.189
1102,9.988999999999999,11.917
1103,9.876,11.715
1104,9.775,11.536
1105,9.699,11.401
1106,9.658999999999999,11.33
1107,9.601,11.228
1108,9.531,11.103
1109,9.476,11.005
1110,9.391,10.796
1111,9.247,10.433
1112,9.055,9.947
1113,8.801,9.306
1114,8.456,8.436
1115,7.952999999999999,7.152
1116,7.3389999999999995,5.599
1117,6.671,4.245
1118,5.9910000000000005,3.022
1119,5.3950000000000005,2.1069999999999998
1120,4.8580000000000005,1.459
1121,4.425,0.986
1122,4.114,0.685
1123,3.7439999999999998,0.45
1124,3.702,0.423
1125,3.97,0.593
1126,4.394,0.948
1127,4.962,1.568
1128,5.492999999999999,2.254
1129,5.926,2.9210000000000003
1130,6.442,3.778
1131,7.1560000000000015,5.226
1132,8.221,7.832999999999999
1133,9.286,10.522
1134,9.991,11.907
1135,10.467,12.75
1136,10.714,13.007
1137,10.806,13.084000000000001
1138,10.919,13.177999999999999
1139,10.806,13.085999999999999
1140,10.547,12.874
1141,10.47,12.767999999999999
1142,10.479,12.785
1143,10.33,12.522
1144,9.994,11.93
1145,9.585,11.207
1146,9.158,10.221
1147,8.881,9.52
1148,8.795,9.305
1149,8.771,9.244
1150,8.709,9.09
1151,8.627,8.882
1152,8.545,8.675
1153,8.469,8.482999999999999
1154,8.298,8.05
1155,8.072000000000001,7.476
1156,7.935,7.127999999999999
