,0
0,0.10704543939732511
1,0.10752840022998103
2,0.2002201679498233
3,0.41499617444215414
4,0.6277578346480902
5,0.7664135647507465
6,0.8383792328652073
7,0.946252995863812
8,0.9981720423270889
9,0.988217751448014
10,0.9406860291007313
11,0.9042216943651431
12,0.8737596031555983
13,0.8417267326338852
14,0.8044712024142925
15,0.7775022435938963
16,0.7624894272352177
17,0.7596530942398622
18,0.7864628004493766
19,0.839551078869675
20,0.8908898001063792
21,0.9315116458532804
22,0.9609519327128551
23,0.9822222680184464
24,0.997867019398914
25,1.0
26,0.9860555840053442
27,0.9578502830447514
28,0.9229786883271213
29,0.8906760815093492
30,0.8630230448832492
31,0.8381608746180322
32,0.8156402265508168
33,0.794744297064955
34,0.7763178635889293
35,0.7606213919399032
36,0.7467962131505371
37,0.7334928027986891
38,0.7197093200160174
39,0.7067635398594669
40,0.6950868598865022
41,0.6840675268102646
42,0.673439509880368
43,0.6630953351227192
44,0.6530667784733414
45,0.6433116498366366
46,0.6338449769175494
47,0.6248077768306488
48,0.6162058700490938
49,0.6078689944904675
50,0.5997654592067679
51,0.5897690130845876
52,0.5819166380126948
53,0.5744126868121466
54,0.5639171636198876
55,0.55599550561332
56,0.5485482725393728
57,0.5415425659028468
58,0.5337883668185243
59,0.5284426740138708
60,0.5336635950886265
61,0.5352755529958603
62,0.5271875264057911
63,0.5223640316184078
64,0.5162739083157449
65,0.5075607247689082
66,0.5016187705438888
67,0.49737437485544295
68,0.49325888824215175
69,0.48922549040568036
70,0.4851789647245812
71,0.48124092456349205
72,0.477403938642328
73,0.4735745804338953
74,0.4697059311750656
75,0.4659270010321791
76,0.46215100867804015
77,0.45845473290154265
78,0.4548777944974153
79,0.45139946488574423
80,0.4479967898336741
81,0.44465614006465626
82,0.4413494622216421
83,0.43807523523838765
84,0.43479070392505614
85,0.43152017058214853
86,0.4282666681314819
87,0.425054756746431
88,0.42189668714613393
89,0.41881334827876404
90,0.41576871734899146
91,0.41278698724641594
92,0.4098736887234893
93,0.40699222761810766
94,0.4041822315056161
95,0.4014324424770008
96,0.39870391519745985
97,0.3960090226629923
98,0.39336151083299586
99,0.3908052852986493
100,0.3881089326975218
101,0.3848158610809794
102,0.3817288836548548
103,0.3792891292683933
104,0.3768719229865422
105,0.37292519806113433
106,0.36939545208021485
107,0.36816343802899987
108,0.3792883222886465
109,0.38963153179122806
110,0.3946231014497282
111,0.39341618496231523
112,0.3905711695935222
113,0.3942990135536395
114,0.3980608843122744
115,0.39624278746119357
116,0.3928851819484513
117,0.38933905782740735
118,0.3868446614783492
119,0.3859241927669224
120,0.39139291714274466
121,0.3903924703283396
122,0.3893881065758078
123,0.392209836986284
124,0.3909579862444295
125,0.3906060355791993
126,0.3962789184137789
127,0.3983724762491138
128,0.3951310230109949
129,0.39298629842076177
130,0.389756472514428
131,0.3867293700338131
132,0.3880230058450048
133,0.38937131688413773
134,0.38709478310025963
135,0.3861479319868587
136,0.3866004898758379
137,0.3866149996081111
138,0.38563796188232896
139,0.38602106265192765
140,0.39095689788214044
141,0.39585807687724156
142,0.3975223609943335
143,0.4013975371991213
144,0.40527111756451856
145,0.40315064595936045
146,0.40223835382308165
147,0.4010227569812427
148,0.4045411415462282
149,0.40866996497769953
150,0.40901283802981053
151,0.40679716135788874
152,0.4058513189284087
153,0.4055748112961981
154,0.405155816860698
155,0.40479748798472387
156,0.4044963194797367
157,0.4040265777746118
158,0.40346094540408406
159,0.4029782293203495
160,0.4024914810734464
161,0.40191980693215934
162,0.40132765513257135
163,0.40079286462051605
164,0.40019247665934865
165,0.39953936491491043
166,0.39904959308519555
167,0.39866160076935514
168,0.39796326656331893
169,0.39652710497240434
170,0.3946880975933367
171,0.39464191852243
172,0.3967129743979405
173,0.39620880394624863
174,0.39386712099782556
175,0.3915101238236996
176,0.38919859316099786
177,0.3879772111785071
178,0.3876501631161548
179,0.387340834907968
180,0.38701709243441107
181,0.38662941251203714
182,0.38616892518358137
183,0.38569343632348585
184,0.38525267275904407
185,0.3848594924325824
186,0.38441736188119974
187,0.38388888934020055
188,0.3833545027628328
189,0.3827996552915796
190,0.38225114920310677
191,0.3817343818843458
192,0.38125478506834487
193,0.3808422487721375
194,0.380458113926859
195,0.3801011219866215
196,0.3797409644190145
197,0.3793542884508303
198,0.3789438442008268
199,0.37852621337593545
200,0.37811665921592436
201,0.3777290298922347
202,0.3773499863815689
203,0.37696554012803046
204,0.3765880058093069
205,0.37619515385857205
206,0.3757859314778932
207,0.3753626516788371
208,0.3749180258248403
209,0.3744548499447506
210,0.3739878071191475
211,0.3735173160570462
212,0.3730181178103964
213,0.3725099333639084
214,0.3720065365546273
215,0.3714913411143885
216,0.37094455206856225
217,0.37036204783145354
218,0.36975562457675537
219,0.36915289092175685
220,0.36859435753383035
221,0.36814324255180303
