,0
0,7.803234468843169e-05
1,0.0005516975605717782
2,0.06008504218086789
3,0.10437582237998977
4,0.12091612382644723
5,0.08983492094755997
6,0.08705396900921658
7,0.11632596868425134
8,0.060903410724277574
9,0.04272695069372299
10,0.045177263655630864
11,0.036968596387715075
12,0.03337125111482569
13,0.03457990458967993
14,0.037543072572778585
15,0.028023514119384318
16,0.027733623857715915
17,0.04452689104790118
18,0.12340077866577501
19,0.1642311587499064
20,0.15890745299802356
21,0.14675058041995095
22,0.13204992575261304
23,0.127148182848194
24,0.11647703119853403
25,0.07569126935847877
26,0.048988842425165414
27,0.06242492536783877
28,0.14914167476367604
29,0.22923169485110118
30,0.3062581690223351
31,0.27907717444039215
32,0.2988339329859073
33,0.30142409663908193
34,0.3337394583092382
35,0.3552223708362214
36,0.3575588148532489
37,0.33825642403551975
38,0.30913933224120177
39,0.3156076303116216
40,0.32412854305444566
41,0.3175852849498782
42,0.31145612532733735
43,0.30421352800771845
44,0.2971845554206063
45,0.29056303052663957
46,0.2844682436999709
47,0.2791578550922537
48,0.27324706507723373
49,0.2646672803039077
50,0.2418833462261433
51,0.22946294129473738
52,0.2312241190028809
53,0.2129739942965755
54,0.1280738869933331
55,0.19697911035209087
56,0.16653530784587653
57,0.2252406354744766
58,0.13859570971171958
59,0.17501679765145908
60,0.28789941506180744
61,0.13336750550928042
62,0.21372082186199798
63,0.2282174590002402
64,0.13712090862708953
65,0.11773721283251498
66,0.2185822972190484
67,0.21558167199657594
68,0.21338331217445583
69,0.21013896022837603
70,0.20617828719508777
71,0.20396734218725415
72,0.20166254535939798
73,0.19803158569185217
74,0.19441811743628024
75,0.19194830707364374
76,0.18924423973013924
77,0.18716938887804946
78,0.18545713241389566
79,0.18350758797743807
80,0.18156739855974416
81,0.17921936837352623
82,0.17688250507715925
83,0.17426678495142556
84,0.17164238205896656
85,0.16927423289674243
86,0.16698812532406965
87,0.16501663304483563
88,0.16335026471441536
89,0.16180626407601592
90,0.15986039497532348
91,0.1586275161078613
92,0.15694976911916358
93,0.15522286669155974
94,0.1542611646902292
95,0.15264447568157266
96,0.1507554231641321
97,0.14933770625853582
98,0.14830098850134127
99,0.14717323022496476
100,0.1262981476158523
101,0.11005402199670236
102,0.13486241141054614
103,0.1413019291118155
104,0.12880953895829694
105,0.08897800367637664
106,0.12250979071566535
107,0.3708457306287705
108,0.47649169751784176
109,0.4285115487210152
110,0.31149575506783517
111,0.10567152509562948
112,0.0961601477775883
113,0.42074174057007363
114,0.21450942215500135
115,0.14385146297107285
116,0.13377769320108424
117,0.09369029317756411
118,0.13237531159190513
119,0.25305686992194804
120,0.4318844247827601
121,0.11134010900346218
122,0.4193575181849997
123,0.14848134874033747
124,0.09384497111962428
125,0.37492046501789306
126,0.4013515198409276
127,0.1329204576554664
128,0.10053790675729579
129,0.09542301271108017
130,0.0967916131359383
131,0.10448061772285172
132,0.38672803559321894
133,0.1417302165155563
134,0.145111860899066
135,0.13132403603920595
136,0.3280584835615066
137,0.08966399396571623
138,0.1594114699167158
139,0.3398507668934598
140,0.2985021657825987
141,0.3580694963597719
142,0.2648000286371012
143,0.28988421406081943
144,0.23137562508408493
145,0.12628255779748282
146,0.16980715477697897
147,0.14436940406914753
148,0.3389343745533589
149,0.3073388963955669
150,0.12761740025417198
151,0.13777609532514476
152,0.1687622300675648
153,0.16994809987705334
154,0.16427860797518182
155,0.16943007377085198
156,0.16842014607852882
157,0.15688035165146902
158,0.15719806830723884
159,0.16023588110689427
160,0.1573787308796817
161,0.15230254932498088
162,0.15476505106906327
163,0.15446598540548734
164,0.14833363535925592
165,0.1523397601906922
166,0.15912671627287225
167,0.1596113071581739
168,0.13371406220227752
169,0.12101762557979402
170,0.09797356414913741
171,0.29808318061537487
172,0.26010994945934557
173,0.1147673019953907
174,0.09656169242661858
175,0.0938276330938471
176,0.09205735077709207
177,0.14626611071238718
178,0.15650484320787156
179,0.15472197246129046
180,0.1531231371457897
181,0.14729630966666743
182,0.14500319377329765
183,0.1451737975823603
184,0.14654002677808547
185,0.14772093467980393
186,0.1415308285335317
187,0.1387692505395328
188,0.1378689061104561
189,0.13624848924567354
190,0.13609186485998312
191,0.1389036414231922
192,0.1398123427478672
193,0.14318428721144288
194,0.14298827960324598
195,0.14439415781895365
196,0.14271404417098582
197,0.1401304514028233
198,0.13909121179733844
199,0.13782766993544343
200,0.13896307105667088
201,0.1392419754777108
202,0.13892910724296362
203,0.1382145188221783
204,0.1380890121421963
205,0.13635087515109015
206,0.13472244603770114
207,0.13326062085237686
208,0.13167730871100672
209,0.1298575184821222
210,0.13024396683031278
211,0.12818630973978834
212,0.12659328405590212
213,0.1261283830777558
214,0.126081498534599
215,0.12367063780146355
216,0.12109773083035677
217,0.11924200754406589
218,0.11780067644080701
219,0.11841412149350301
220,0.1218364095851741
221,0.127010522812001
222,0.12705069957791046
223,0.12574359684831715
224,0.12476283739950036
