,0
0,0.06342242969287726
1,0.06506506831621806
2,0.12284395589097284
3,0.25775975918840016
4,0.39684998585378806
5,0.4947697077091258
6,0.5533935386451625
7,0.6381153216414782
8,0.6884113999166878
9,0.6970593047385597
10,0.6773793290521136
11,0.6651408592845702
12,0.6567495537440737
13,0.6462410939522585
14,0.6301553781020299
15,0.6220518209766537
16,0.6237944965585303
17,0.635669872968467
18,0.6719820932279533
19,0.7307671105914522
20,0.7906659120160136
21,0.8440492715776026
22,0.8898321798364914
23,0.9300192153445401
24,0.9664745384459287
25,0.9911347137695083
26,1.0
27,0.9917100905340773
28,0.9692264902450886
29,0.940818027638779
30,0.9120291747800419
31,0.8844679565590436
32,0.8582961110657027
33,0.833566036120024
34,0.8099940129328844
35,0.7875363053022051
36,0.7662522943643939
37,0.7460892008496497
38,0.7270006119543105
39,0.7088518909947318
40,0.6915654022729288
41,0.6750994274323641
42,0.6593999434870409
43,0.6444141530700148
44,0.6300943914497609
45,0.6163972192710184
46,0.6032828998934523
47,0.5907150221062458
48,0.5786599029906171
49,0.5670869059200734
50,0.5559699803549352
51,0.5455801320433419
52,0.5353024836501794
53,0.5254000167753372
54,0.5168133927665026
55,0.5077615065915527
56,0.49895619618814596
57,0.4904443079024304
58,0.48533325559049545
59,0.4884685907259943
60,0.5030985708877915
61,0.5142745535960696
62,0.5078467292840709
63,0.49991264102821314
64,0.49245911321199926
65,0.48709508529051165
66,0.48016248454254434
67,0.4731017228187639
68,0.4662456032588858
69,0.4595851705563268
70,0.4531126172758966
71,0.4468197997096086
72,0.4406991135083998
73,0.4347441896383447
74,0.4289480492958473
75,0.4233044423983155
76,0.41780741410479433
77,0.41245133759550723
78,0.4072308664008653
79,0.4021409130059717
80,0.39717664060781155
81,0.3923334494870524
82,0.38760695930913014
83,0.3829930019865365
84,0.3784875993179942
85,0.3740869678762946
86,0.3697874951996296
87,0.36558573642417613
88,0.36147839985955477
89,0.3574623416034069
90,0.3535345471790338
91,0.3496921423718897
92,0.34593237386453657
93,0.3422525988130805
94,0.33865029756327863
95,0.3351230476197923
96,0.3316685217724024
97,0.3282844957947761
98,0.3249688356904715
99,0.3217194750457375
100,0.3185442538373648
101,0.3155079108735428
102,0.3125087194736687
103,0.30950522528191116
104,0.30655914254494615
105,0.3047756504005547
106,0.302272559870496
107,0.30234215400814257
108,0.3175274865246058
